student_id,name,gender,university_name,university_type,department,semester/year,cgpa,subjects,attendance_percentage,study_hours_per_day,weak_subjects,strong_subjects,district,device_usage_time,preferred_study_time,exam_score,historical_scores,risk_level
U02133,Shakib Begum,Male,North South University,Private,Marketing,"Year 2, Summer",4.0,"Microeconomics, Marketing Strategy, Business Law, Principles of Management, Financial Accounting",71.8,1.8,"Financial Accounting, Business Law","Marketing Strategy, Principles of Management",Chattogram,5.8,Afternoon,100,"100,98.3,93.4,97.7,100",High
U02134,Nabila Hasan,Female,United International University,Private,Biotechnology,"Year 1, Fall",2.26,"Genetics, Human Anatomy, Organic Chemistry, Pharmacology, Clinical Pharmacy",97.3,4.6,"Pharmacology, Organic Chemistry",Genetics,Sylhet,7.5,Afternoon,53.7,"48.3,45.9,52.7,49.6,53.7",High
U02135,Tanvir Chowdhury,Male,North South University,Private,History,"Year 3, Spring",3.11,"Mass Communication, Ethics, Literary Criticism, History of Art",73.0,2.7,"Literary Criticism, Mass Communication","Ethics, History of Art",Gazipur,9.0,Afternoon,73.1,"76.0,65.0,67.1,73.7,73.1",Medium
U02136,Nabila Khan,Female,BRAC University,Private,LLB,"Year 3, Spring",3.14,"Criminal Law, Constitutional Law, Civil Procedure, Jurisprudence",72.7,6.3,Constitutional Law,Jurisprudence,Khulna,5.3,Night,80.9,"85.0,82.8,72.0,71.7,80.9",Medium
U02137,Adnan Sarker,Male,Daffodil International University,Private,Sociology,"Year 3, Fall",2.88,"Research Methodology, Social Psychology, Political Science, World History",87.4,5.7,Political Science,Social Psychology,Jessore,4.6,Evening,72.6,"63.4,66.4,67.4,65.1,72.6",Medium
U02138,Rahim Akter,Male,Chittagong University,Public,English,"Year 3, Spring",3.53,"History of Art, Literary Criticism, Mass Communication, Ethics",85.6,5.3,"Mass Communication, History of Art","Literary Criticism, Ethics",Narayanganj,7.0,Night,88.9,"81.4,79.8,80.8,79.7,88.9",Low
U02139,Afia Uddin,Female,KUET,Public,Anthropology,"Year 4, Spring",3.05,"Research Methodology, Political Science, Social Psychology, World History",84.7,3.5,Social Psychology,Political Science,Rajshahi,10.7,Morning,78.6,"71.2,75.8,76.9,79.9,78.6",Medium
U02140,Tanvir Akter,Male,BUET,Public,LLB,"Year 4, Spring",3.3,"Constitutional Law, Jurisprudence, Civil Procedure, Criminal Law",86.7,5.0,Constitutional Law,Jurisprudence,Cumilla,9.7,Night,78.7,"78.4,77.1,73.3,74.5,78.7",Low
U02141,Nabil Chowdhury,Male,Noakhali Science and Technology University,Public,CSE,"Year 3, Spring",3.71,"Algorithms, Database Systems, Data Structures, Thermodynamics, Machine Learning",63.5,4.3,Data Structures,Algorithms,Tangail,5.1,Evening,91.9,"89.3,93.2,87.3,86.5,91.9",Medium
U02142,Siam Ahmed,Male,"Independent University, Bangladesh",Private,CSE,"Year 2, Spring",4.0,"Data Structures, Algorithms, Machine Learning, Database Systems",83.4,3.7,"Database Systems, Machine Learning",Data Structures,Mymensingh,11.7,Evening,96.0,"88.8,87.8,88.6,89.3,96.0",Medium
U02143,Sabina Ali,Female,University of Liberal Arts Bangladesh,Private,Data Science,"Year 2, Spring",2.93,"Algorithms, Data Structures, Circuit Analysis, Thermodynamics",68.5,4.5,"Thermodynamics, Algorithms",Circuit Analysis,Cox's Bazar,2.9,Morning,75.4,"78.1,67.3,75.5,78.9,75.4",Medium
U02144,Fariha Ahmed,Female,Jahangirnagar University,Public,Software Engineering,"Year 3, Fall",2.66,"Database Systems, Circuit Analysis, Thermodynamics, Machine Learning",81.5,2.9,Thermodynamics,"Machine Learning, Circuit Analysis",Kushtia,4.7,Afternoon,68.4,"68.9,68.5,59.9,68.2,68.4",Medium
U02145,Mahmud Hasan,Male,North South University,Private,EEE,"Year 4, Summer",3.38,"Data Structures, Circuit Analysis, Thermodynamics, Machine Learning, Database Systems, Algorithms",91.4,6.5,"Machine Learning, Data Structures",Circuit Analysis,Tangail,8.0,Afternoon,81.6,"85.9,85.0,80.0,84.5,81.6",Low
U02146,Rafi Ali,Male,North South University,Private,International Law,"Year 3, Summer",2.77,"Criminal Law, Jurisprudence, Constitutional Law, Civil Procedure",91.1,4.6,Criminal Law,Constitutional Law,Khulna,3.2,Morning,72.4,"67.7,67.4,68.2,64.3,72.4",Medium
U02147,Raisa Uddin,Female,East West University,Private,Philosophy,"Year 2, Summer",3.45,"Ethics, Mass Communication, History of Art, Literary Criticism",88.2,3.4,History of Art,Literary Criticism,Jessore,10.9,Evening,87.1,"85.0,79.2,77.6,77.8,87.1",Medium
U02148,Farhana Hasan,Female,Ahsanullah University of Science and Technology,Private,EEE,"Year 3, Summer",2.39,"Algorithms, Thermodynamics, Database Systems, Machine Learning, Circuit Analysis, Data Structures",85.4,5.5,Algorithms,"Data Structures, Circuit Analysis",Barishal,11.0,Evening,63.7,"66.3,62.0,60.6,63.0,63.7",High
U02149,Fariha Begum,Female,BRAC University,Private,Sociology,"Year 4, Summer",3.21,"Social Psychology, World History, Research Methodology, Political Science",77.0,3.1,World History,"Research Methodology, Social Psychology",Khulna,6.2,Morning,81.7,"84.7,86.3,80.3,79.1,81.7",Medium
U02150,Naeem Hasan,Male,East West University,Private,Environmental Science,"Year 2, Fall",3.33,"Ecology, Soil Science, Sustainable Development, Climate Change",86.3,7.8,Climate Change,Sustainable Development,Tangail,1,Afternoon,86.1,"89.9,83.9,89.4,80.2,86.1",Low
U02151,Farhana Hossain,Female,Daffodil International University,Private,Journalism,"Year 1, Fall",3.08,"Ethics, History of Art, Literary Criticism, Mass Communication",75.7,4.2,"Mass Communication, Literary Criticism","History of Art, Ethics",Chattogram,5.7,Night,76.8,"75.3,67.6,75.6,81.8,76.8",Low
U02152,Siam Khan,Male,United International University,Private,Environmental Science,"Year 3, Summer",3.71,"Ecology, Climate Change, Soil Science, Sustainable Development",95.6,1,Sustainable Development,"Climate Change, Soil Science",Rajshahi,5.7,Evening,96.8,"100,96.0,100,93.2,96.8",High
U02153,Arif Khan,Male,CUET,Public,Finance,"Year 1, Spring",3.34,"Financial Accounting, Principles of Management, Microeconomics, Business Law",63.7,5.0,"Business Law, Principles of Management","Microeconomics, Financial Accounting",Rangpur,1,Afternoon,81.9,"84.6,85.3,81.4,82.5,81.9",Medium
U02154,Naeem Begum,Male,American International University-Bangladesh,Private,Anthropology,"Year 4, Spring",2.72,"Political Science, Research Methodology, Social Psychology, World History",64.7,5.6,Political Science,"Social Psychology, Research Methodology",Narayanganj,4.1,Evening,72.5,"64.9,70.1,71.0,69.4,72.5",Medium
U02155,Mahmud Hasan,Male,"Independent University, Bangladesh",Private,HRM,"Year 2, Spring",2.46,"Principles of Management, Business Law, Marketing Strategy, Microeconomics",64.0,5.9,"Marketing Strategy, Business Law","Microeconomics, Principles of Management",Tangail,1,Afternoon,57.2,"53.9,55.0,55.3,61.2,57.2",High
U02156,Nusrat Akter,Female,United International University,Private,Sociology,"Year 3, Fall",2.75,"Social Psychology, World History, Research Methodology, Political Science",85.0,4.4,Political Science,"World History, Social Psychology",Rajshahi,4.7,Night,69.1,"69.6,63.9,59.9,66.3,69.1",Medium
U02157,Imtiaz Ali,Male,University of Liberal Arts Bangladesh,Private,Microbiology,"Year 3, Summer",2.51,"Clinical Pharmacy, Organic Chemistry, Human Anatomy, Pharmacology",84.7,5.4,"Human Anatomy, Pharmacology","Clinical Pharmacy, Organic Chemistry",Chattogram,2.6,Night,63.5,"54.3,60.7,55.1,58.1,63.5",Medium
U02158,Tasnia Ali,Female,Ahsanullah University of Science and Technology,Private,Data Science,"Year 3, Fall",3.53,"Algorithms, Data Structures, Machine Learning, Database Systems, Thermodynamics",58.0,4.7,Thermodynamics,Algorithms,Dhaka,9.6,Evening,84.8,"79.8,89.6,78.5,79.1,84.8",High
U02159,Nabil Begum,Male,"Independent University, Bangladesh",Private,Mechanical Engineering,"Year 2, Spring",2.59,"Data Structures, Circuit Analysis, Database Systems, Algorithms, Machine Learning",72.8,5.5,"Circuit Analysis, Algorithms","Database Systems, Data Structures",Rangpur,5.1,Night,69.3,"60.7,72.0,66.1,64.9,69.3",Medium
U02160,Mariam Akter,Female,Jahangirnagar University,Public,English,"Year 2, Summer",2.42,"Literary Criticism, Ethics, History of Art, Mass Communication",65.5,4.7,History of Art,"Literary Criticism, Mass Communication",Jessore,5.2,Evening,57.7,"62.1,49.1,49.0,58.5,57.7",High
U02161,Mim Islam,Female,"Independent University, Bangladesh",Private,HRM,"Year 2, Fall",2.6,"Marketing Strategy, Business Law, Microeconomics, Principles of Management",75.9,4.2,"Principles of Management, Microeconomics","Business Law, Marketing Strategy",Narayanganj,7.0,Afternoon,69.1,"69.3,73.8,65.8,60.5,69.1",Medium
U02162,Tasnia Islam,Female,Noakhali Science and Technology University,Public,Economics,"Year 3, Spring",3.78,"Financial Accounting, Principles of Management, Marketing Strategy, Business Law",63.9,5.8,"Financial Accounting, Marketing Strategy",Principles of Management,Sylhet,4.9,Morning,99.4,"100,100,100,94.0,99.4",Medium
U02163,Arif Khan,Male,American International University-Bangladesh,Private,LLB,"Year 3, Fall",3.12,"Civil Procedure, Constitutional Law, Criminal Law, Jurisprudence",77.3,5.4,Constitutional Law,"Criminal Law, Jurisprudence",Dhaka,5.8,Morning,81.0,"81.7,72.1,73.6,76.4,81.0",Low
U02164,Sadia Begum,Female,Rajshahi University,Public,English,"Year 3, Spring",3.24,"Literary Criticism, Mass Communication, Ethics, History of Art",64.5,7.4,"Ethics, Literary Criticism",Mass Communication,Kushtia,9.3,Morning,76.5,"76.7,70.2,81.4,68.7,76.5",Medium
U02165,Fariha Ahmed,Female,American International University-Bangladesh,Private,Philosophy,"Year 2, Summer",2.68,"Mass Communication, History of Art, Literary Criticism, Ethics",77.0,4.2,"Literary Criticism, Mass Communication","Ethics, History of Art",Rajshahi,3.3,Afternoon,70.8,"67.0,73.9,73.5,61.2,70.8",Medium
U02166,Zubayer Begum,Male,Comilla University,Public,Economics,"Year 4, Fall",2.67,"Principles of Management, Financial Accounting, Microeconomics, Marketing Strategy, Business Law",99,8.5,Marketing Strategy,"Financial Accounting, Principles of Management",Narayanganj,7.3,Morning,71.3,"74.2,68.0,64.8,67.0,71.3",Medium
U02167,Nabila Sarker,Female,Rajshahi University,Public,International Law,"Year 1, Summer",2.59,"Jurisprudence, Civil Procedure, Criminal Law, Constitutional Law",99,3.6,"Criminal Law, Civil Procedure","Jurisprudence, Constitutional Law",Barishal,5.5,Evening,64.0,"68.0,54.4,67.8,62.2,64.0",Medium
U02168,Imtiaz Islam,Male,United International University,Private,Pharmacy,"Year 4, Spring",3.93,"Organic Chemistry, Human Anatomy, Pharmacology, Clinical Pharmacy",69.0,5.5,"Pharmacology, Clinical Pharmacy","Human Anatomy, Organic Chemistry",Rangpur,6.7,Afternoon,100,"95.8,100,97.6,95.4,100",Medium
U02169,Mim Islam,Female,University of Liberal Arts Bangladesh,Private,Sociology,"Year 3, Fall",3.56,"Research Methodology, World History, Social Psychology, Political Science",72.3,2.3,World History,"Research Methodology, Social Psychology",Cumilla,8.1,Evening,88.7,"81.0,86.4,90.3,86.0,88.7",Medium
U02170,Raisa Rahman,Female,BUET,Public,History,"Year 1, Fall",2.63,"Mass Communication, Ethics, Literary Criticism, History of Art",72.0,6.2,Ethics,"History of Art, Literary Criticism",Dhaka,5.9,Morning,64.1,"58.6,64.8,55.5,66.7,64.1",Medium
U02171,Sabina Hasan,Female,Jagannath University,Public,International Law,"Year 4, Spring",3.7,"Jurisprudence, Criminal Law, Civil Procedure, Constitutional Law",86.1,6.4,Civil Procedure,"Jurisprudence, Criminal Law",Tangail,6.1,Night,96.9,"93.4,98.6,91.1,92.8,96.9",Low
U02172,Arif Hossain,Male,American International University-Bangladesh,Private,Civil Engineering,"Year 4, Fall",3.09,"Thermodynamics, Algorithms, Machine Learning, Database Systems",65.1,5.3,Database Systems,"Machine Learning, Algorithms",Tangail,7.3,Night,81.2,"82.2,83.8,81.1,85.3,81.2",Medium
U02173,Siam Akter,Male,Daffodil International University,Private,Journalism,"Year 3, Summer",3.1,"Mass Communication, Literary Criticism, History of Art, Ethics",74.9,3.9,Literary Criticism,"History of Art, Ethics",Jessore,4.4,Evening,75.7,"74.4,78.0,78.7,77.7,75.7",Medium
U02174,Jahid Ali,Male,American International University-Bangladesh,Private,Marketing,"Year 4, Fall",3.43,"Principles of Management, Business Law, Marketing Strategy, Financial Accounting, Microeconomics",90.1,4.3,"Marketing Strategy, Microeconomics","Business Law, Principles of Management",Chattogram,6.4,Night,81.2,"77.7,83.7,72.7,72.2,81.2",Low
U02175,Jannat Islam,Female,University of Liberal Arts Bangladesh,Private,Civil Engineering,"Year 4, Summer",3.61,"Algorithms, Machine Learning, Database Systems, Data Structures",68.9,6.4,Machine Learning,"Data Structures, Database Systems",Kushtia,7.5,Evening,92.1,"91.3,89.0,93.6,94.6,92.1",Medium
U02176,Ayesha Akter,Female,University of Liberal Arts Bangladesh,Private,Nursing,"Year 4, Fall",3.36,"Pharmacology, Clinical Pharmacy, Organic Chemistry, Human Anatomy, Genetics",78.2,3.3,Clinical Pharmacy,"Organic Chemistry, Human Anatomy",Kushtia,6.2,Night,87.2,"83.3,88.4,86.3,85.7,87.2",Medium
U02177,Nadia Sarker,Female,BUET,Public,Economics,"Year 2, Fall",3.08,"Marketing Strategy, Financial Accounting, Principles of Management, Microeconomics, Business Law",69.0,5.5,Principles of Management,Microeconomics,Rangpur,10.7,Night,72.6,"67.5,64.9,73.1,64.1,72.6",Medium
U02178,Sadia Rahman,Female,University of Liberal Arts Bangladesh,Private,Philosophy,"Year 1, Spring",3.61,"Ethics, Mass Communication, Literary Criticism, History of Art",83.9,2.4,History of Art,"Literary Criticism, Ethics",Cumilla,2.7,Night,90.9,"90.6,92.1,81.7,91.0,90.9",Medium
U02179,Ayesha Chowdhury,Female,Ahsanullah University of Science and Technology,Private,BBA,"Year 2, Spring",2.65,"Principles of Management, Business Law, Financial Accounting, Microeconomics",77.2,4.1,Microeconomics,"Principles of Management, Business Law",Jessore,8.6,Afternoon,62.1,"66.1,55.6,61.7,60.7,62.1",Medium
U02180,Fahim Khan,Male,CUET,Public,Biotechnology,"Year 1, Summer",2.91,"Genetics, Pharmacology, Clinical Pharmacy, Organic Chemistry, Human Anatomy",99,3.6,"Organic Chemistry, Human Anatomy","Clinical Pharmacy, Genetics",Kushtia,7.5,Evening,71.4,"70.0,76.3,69.3,73.7,71.4",Medium
U02181,Tanjila Hasan,Female,Jatiya Kabi Kazi Nazrul Islam University,Public,CSE,"Year 2, Summer",2.84,"Algorithms, Machine Learning, Database Systems, Data Structures, Thermodynamics, Circuit Analysis",82.9,3.1,"Database Systems, Data Structures","Thermodynamics, Algorithms",Narayanganj,5.3,Morning,74.1,"69.5,68.7,78.1,77.4,74.1",Medium
U02182,Nabila Uddin,Female,"Independent University, Bangladesh",Private,LLB,"Year 4, Fall",3.54,"Jurisprudence, Constitutional Law, Civil Procedure, Criminal Law",85.2,6.5,"Civil Procedure, Criminal Law","Constitutional Law, Jurisprudence",Khulna,3.4,Evening,92.3,"91.8,93.1,93.9,94.5,92.3",Low
U02183,Fahim Rahman,Male,RUET,Public,Pharmacy,"Year 1, Fall",3.14,"Human Anatomy, Genetics, Organic Chemistry, Clinical Pharmacy, Pharmacology",88.8,3.1,"Genetics, Human Anatomy",Clinical Pharmacy,Gazipur,8.5,Evening,73.9,"75.0,70.4,74.4,66.0,73.9",Medium
U02184,Nusrat Chowdhury,Female,Jatiya Kabi Kazi Nazrul Islam University,Public,International Relations,"Year 3, Spring",3.66,"Research Methodology, World History, Social Psychology, Political Science",85.9,3.2,"Political Science, World History",Social Psychology,Kushtia,1,Afternoon,92.8,"86.9,85.2,96.5,91.9,92.8",Medium
U02185,Fahim Begum,Male,Daffodil International University,Private,Data Science,"Year 2, Summer",3.64,"Data Structures, Algorithms, Database Systems, Thermodynamics, Machine Learning",97.1,8.4,"Machine Learning, Database Systems","Algorithms, Data Structures",Kushtia,7.2,Evening,90.3,"83.7,95.2,92.6,94.1,90.3",Low
U02186,Tasnia Begum,Female,Jagannath University,Public,Civil Engineering,"Year 3, Summer",3.23,"Database Systems, Data Structures, Machine Learning, Algorithms, Circuit Analysis, Thermodynamics",77.5,7.3,Algorithms,Machine Learning,Jessore,3.4,Afternoon,83.9,"81.3,76.0,84.4,84.8,83.9",Low
U02187,Arif Rahman,Male,Jagannath University,Public,Civil Engineering,"Year 2, Summer",2.74,"Thermodynamics, Circuit Analysis, Machine Learning, Data Structures",80.5,8.1,Data Structures,"Machine Learning, Circuit Analysis",Cox's Bazar,6.0,Afternoon,64.4,"67.5,62.1,55.0,69.3,64.4",Medium
U02188,Farhana Hasan,Female,BRAC University,Private,Environmental Science,"Year 2, Fall",3.73,"Soil Science, Climate Change, Sustainable Development, Ecology",85.5,4.7,Climate Change,Sustainable Development,Dhaka,5.6,Morning,93.5,"89.1,87.6,84.5,95.3,93.5",Low
U02189,Imtiaz Hasan,Male,KUET,Public,Software Engineering,"Year 1, Fall",3.29,"Thermodynamics, Data Structures, Database Systems, Circuit Analysis, Algorithms, Machine Learning",83.4,7.4,Circuit Analysis,"Algorithms, Data Structures",Cumilla,5.0,Afternoon,82.1,"73.7,84.9,78.0,81.1,82.1",Low
U02190,Shakib Akter,Male,University of Liberal Arts Bangladesh,Private,Environmental Science,"Year 3, Spring",3.63,"Soil Science, Sustainable Development, Climate Change, Ecology",86.1,5.4,Soil Science,"Ecology, Climate Change",Narayanganj,7.6,Morning,93.6,"95.7,93.8,92.5,96.1,93.6",Low
U02191,Mim Akter,Female,United International University,Private,LLB,"Year 4, Summer",3.49,"Criminal Law, Jurisprudence, Constitutional Law, Civil Procedure",93.1,4.2,"Criminal Law, Constitutional Law","Civil Procedure, Jurisprudence",Mymensingh,8.1,Afternoon,87.4,"83.4,80.6,83.5,82.8,87.4",Low
U02192,Mahmud Khan,Male,North South University,Private,Nursing,"Year 3, Fall",3.42,"Clinical Pharmacy, Human Anatomy, Genetics, Pharmacology, Organic Chemistry",71.6,8.2,Genetics,Clinical Pharmacy,Sylhet,8.1,Night,85.4,"85.1,82.6,88.3,90.3,85.4",Medium
U02193,Mahmud Begum,Male,BRAC University,Private,International Law,"Year 1, Spring",2.49,"Jurisprudence, Civil Procedure, Criminal Law, Constitutional Law",87.5,1,Civil Procedure,"Constitutional Law, Criminal Law",Narayanganj,4.0,Morning,59.6,"62.7,60.4,52.4,54.2,59.6",High
U02194,Farhana Akter,Female,SUST,Public,Environmental Science,"Year 1, Fall",2.34,"Climate Change, Soil Science, Sustainable Development, Ecology",86.6,6.1,"Soil Science, Sustainable Development","Climate Change, Ecology",Tangail,8.8,Morning,63.3,"65.3,53.8,59.6,67.9,63.3",High
U02195,Karim Akter,Male,University of Dhaka,Public,Psychology,"Year 2, Fall",3.67,"Social Psychology, World History, Political Science, Research Methodology",99,6.0,Social Psychology,"World History, Research Methodology",Bogura,5.0,Night,89.0,"79.9,90.7,93.4,84.8,89.0",Low
U02196,Fahim Khan,Male,"Independent University, Bangladesh",Private,Pharmacy,"Year 4, Fall",2.89,"Clinical Pharmacy, Organic Chemistry, Genetics, Human Anatomy, Pharmacology",56.3,6.3,Organic Chemistry,"Pharmacology, Genetics",Cumilla,8.5,Night,67.6,"62.2,68.2,66.1,70.4,67.6",High
