student_id,name,gender,class_level,institution_name,subjects,study_hours_per_day,weak_subjects,strong_subjects,exam_score,attendance_percentage,district,device_usage_time,preferred_study_time,historical_scores
BD01162,Tanvir Begum,Male,HSC,Dhaka College,"Bangla, Math, Accounting, Biology, Chemistry, English, ICT",6.1,"Biology, Chemistry","ICT, English",50.0,80.9,Khulna,8.9,Evening,"42.2,40.8,41.6,50.0"
BD01163,Jahid Hasan,Male,University,BRAC University,"Accounting, ICT, Physics, Bangla",0.8,Accounting,ICT,70.4,82.9,Rangpur,7.1,Morning,"59.3,60.0,57.9,57.9,70.4"
BD01164,Farhana Chowdhury,Female,SSC,Govt. Laboratory High School,"Bangla, English, ICT, Math, Accounting",2.0,Math,"Bangla, Accounting",52.1,66.5,Chattogram,2.8,Morning,"44.1,42.7,42.3,52.1"
BD01165,Jannat Khan,Female,HSC,Notre Dame College,"Math, Biology, Chemistry, Physics, English, ICT",4.6,"Biology, Physics","ICT, Chemistry",40.9,77.6,Mymensingh,7.1,Evening,"32.4,30.7,30.0,40.9"
BD01166,Sabina Ahmed,Female,HSC,Govt. M. M. City College,"English, Math, Chemistry, Accounting, Biology, Bangla",4.5,Biology,Math,53.3,99,Barishal,7.1,Evening,"43.3,42.5,44.1,53.3"
BD01167,Mahmud Akter,Male,HSC,Notre Dame College,"ICT, Math, Accounting, Physics, English, Bangla",3.4,Accounting,"English, Math",60.2,87.5,Rajshahi,6.4,Morning,"54.2,52.3,53.4,60.2"
BD01168,Fahim Akter,Male,SSC,Ideal School and College,"Physics, Math, Biology, ICT, Chemistry, Accounting",2.0,"ICT, Biology","Chemistry, Accounting",65.4,93.3,Dhaka,4.7,Night,"61.2,61.2,63.6,65.4"
BD01169,Naeem Hossain,Male,University,Chittagong University,"ICT, Biology, Math, Accounting, Chemistry, English",4.1,ICT,"Math, English",73.3,63.8,Mymensingh,3.8,Night,"65.9,65.0,66.1,66.0,73.3"
BD01170,Mahmud Chowdhury,Male,SSC,Ideal School and College,"Chemistry, Biology, ICT, English, Math, Physics",3.7,Physics,Chemistry,42.8,81.9,Rangpur,3.8,Evening,"40.0,39.0,39.1,42.8"
BD01171,Tanvir Chowdhury,Male,SSC,Dhaka Residential Model College,"ICT, Accounting, Chemistry, Math, Bangla, Physics, Biology",5.1,Physics,"Bangla, ICT",53.6,82.7,Khulna,3.6,Morning,"50.1,47.9,47.0,53.6"
BD01172,Sabina Chowdhury,Female,SSC,Ideal School and College,"Biology, Chemistry, Bangla, Math, Accounting, Physics, ICT",3.5,"ICT, Physics","Bangla, Math",59.6,71.7,Barishal,5.3,Morning,"54.2,55.5,55.9,59.6"
BD01173,Jannat Ahmed,Female,HSC,Notre Dame College,"Chemistry, Accounting, Biology, Bangla, English, ICT",5.4,"Accounting, ICT","English, Bangla",89.0,89.6,Mymensingh,6.0,Morning,"83.4,81.4,81.5,89.0"
BD01174,Jahid Hasan,Male,SSC,Govt. Laboratory High School,"Bangla, Accounting, Physics, ICT, Chemistry",5.3,"ICT, Bangla","Accounting, Physics",81.9,95.8,Rajshahi,2.7,Night,"78.5,76.3,75.7,81.9"
BD01175,Mim Hossain,Female,SSC,Dhaka Residential Model College,"Physics, ICT, Accounting, English, Biology, Bangla, Chemistry",2.3,"Biology, English","Bangla, Accounting",80.0,88.4,Mymensingh,6.3,Evening,"69.6,71.8,70.7,80.0"
BD01176,Tanjila Sarker,Female,HSC,Dhaka College,"Bangla, Physics, Biology, ICT, Chemistry, Math, Accounting",6.5,Physics,Bangla,77.0,85.3,Dhaka,5.2,Evening,"65.1,64.1,64.1,77.0"
BD01177,Jannat Hossain,Female,SSC,Viqarunnisa Noon School and College,"Physics, ICT, Math, Bangla, Accounting, Biology, Chemistry",3.3,"Accounting, Chemistry",Math,83.5,91.9,Cumilla,4.2,Evening,"80.3,82.6,80.9,83.5"
BD01178,Naeem Begum,Male,HSC,Govt. M. M. City College,"Chemistry, Accounting, Biology, Math, English, Physics, ICT",1.9,"Accounting, Chemistry",Biology,51.2,82.2,Rangpur,6.8,Night,"48.7,51.3,50.7,51.2"
BD01179,Sabina Rahman,Female,University,BUET,"Chemistry, Biology, Bangla, Math, ICT",3.5,"Chemistry, ICT","Math, Biology",59.8,97.3,Rangpur,4.5,Evening,"52.9,51.2,51.2,51.1,59.8"
BD01180,Jahid Hossain,Male,HSC,Notre Dame College,"Biology, Chemistry, English, Physics, Bangla, ICT, Accounting",3.0,Chemistry,ICT,65.9,74.8,Dhaka,3.7,Morning,"61.6,61.4,63.5,65.9"
BD01181,Farhana Rahman,Female,HSC,Dhaka College,"Biology, Bangla, Math, ICT, Accounting, Physics, English",4.1,"Biology, Math","Accounting, ICT",63.9,92.4,Chattogram,3.4,Evening,"60.3,61.1,59.9,63.9"
BD01182,Farhana Chowdhury,Female,SSC,Govt. Laboratory High School,"Accounting, English, Biology, Chemistry, Math",2.9,"Chemistry, English","Accounting, Math",33,87.8,Chattogram,3.5,Night,"29.7,29.6,30.2,33"
BD01183,Shakib Islam,Male,HSC,Govt. M. M. City College,"Math, Biology, Bangla, Accounting, English, Physics",3.1,Bangla,"Accounting, Math",66.9,82.2,Rajshahi,3.6,Morning,"63.3,65.0,64.7,66.9"
BD01184,Nadia Rahman,Female,University,University of Dhaka,"Accounting, Math, Physics, Chemistry, Biology, English",2.0,"Chemistry, Physics","Biology, Accounting",59.1,73.4,Cumilla,2.2,Night,"54.0,54.4,53.5,53.7,59.1"
BD01185,Jannat Ahmed,Female,University,Rajshahi University,"Physics, Biology, Accounting, ICT",4.5,Physics,"Accounting, ICT",47.5,80.2,Barishal,3.9,Night,"38.1,38.0,35.9,36.2,47.5"
BD01186,Karim Sarker,Male,University,United International University,"Chemistry, Accounting, English, Biology",3.3,"Biology, Chemistry","Accounting, English",56.5,89.2,Rajshahi,4.7,Night,"52.1,51.4,51.4,51.3,56.5"
BD01187,Mim Sarker,Female,SSC,Viqarunnisa Noon School and College,"Bangla, ICT, Accounting, Physics, Chemistry",4.4,"Bangla, Chemistry",Physics,39.1,89.9,Mymensingh,3.8,Night,"35.1,34.6,35.6,39.1"
BD01188,Mariam Ahmed,Female,SSC,Dhaka Residential Model College,"ICT, Biology, Chemistry, English, Math, Physics",3.9,"ICT, English","Chemistry, Biology",72.4,92.8,Sylhet,4.6,Morning,"67.7,68.7,68.0,72.4"
BD01189,Farhana Akter,Female,University,Chittagong University,"English, ICT, Chemistry, Biology, Physics, Math",2.6,"Physics, English","Math, Biology",58.3,78.4,Cumilla,3.3,Night,"49.0,50.6,49.6,50.4,58.3"
BD01190,Arif Akter,Male,SSC,Ideal School and College,"Math, English, Bangla, Accounting, ICT",2.9,ICT,"Math, Accounting",76.8,80.7,Gazipur,3.1,Night,"72.3,70.8,69.1,76.8"
BD01191,Tanjila Akter,Female,HSC,Dhaka College,"Math, Biology, Chemistry, Physics, ICT",5.8,"Biology, Math",Physics,52.4,78.1,Khulna,6.0,Night,"47.3,49.5,47.2,52.4"
BD01192,Mahmud Hossain,Male,SSC,Ideal School and College,"ICT, Math, Bangla, Biology, English, Chemistry",3.4,"English, ICT","Biology, Bangla",67.6,86.2,Barishal,3.9,Morning,"61.4,63.3,64.2,67.6"
BD01193,Nadia Begum,Female,University,Chittagong University,"ICT, Physics, Math, Biology, Chemistry",4.7,"ICT, Chemistry",Biology,70.5,84.9,Mymensingh,3.1,Morning,"66.5,67.4,68.3,68.8,70.5"
BD01194,Mim Akter,Female,SSC,Ideal School and College,"Biology, Accounting, Bangla, Physics, Math, ICT",4.2,"Accounting, Biology","Math, Bangla",72.6,84.5,Chattogram,4.3,Night,"66.0,63.6,66.2,72.6"
BD01195,Sabina Islam,Female,HSC,Notre Dame College,"Chemistry, ICT, Biology, English, Math, Bangla",4.8,"English, ICT","Bangla, Math",70.0,66.4,Dhaka,7.5,Morning,"63.4,61.1,60.2,70.0"
BD01196,Nadia Islam,Female,University,Khulna University,"Biology, ICT, Physics, Accounting, English",3.9,"English, Accounting",Physics,67.8,75.7,Mymensingh,4.2,Night,"63.6,62.9,61.3,61.7,67.8"
BD01197,Naeem Chowdhury,Male,HSC,Notre Dame College,"Physics, Bangla, ICT, Accounting, English, Chemistry",1.9,"Physics, Chemistry","ICT, Accounting",58.0,76.3,Khulna,4.1,Evening,"54.3,55.3,53.0,58.0"
BD01198,Shakib Ahmed,Male,SSC,Rajshahi Collegiate School,"Physics, Biology, Chemistry, English, Math",4.3,"Chemistry, Math",English,60.3,80.8,Mymensingh,4.7,Night,"54.7,52.7,53.3,60.3"
BD01199,Mahmud Sarker,Male,University,Khulna University,"Physics, Bangla, English, Chemistry",5.4,"Physics, English","Bangla, Chemistry",50.9,66.9,Khulna,3.2,Morning,"43.9,44.7,45.0,44.4,50.9"
BD01200,Jahid Ahmed,Male,SSC,Govt. Laboratory High School,"ICT, Accounting, Bangla, Chemistry, Biology",2.1,"ICT, Biology",Accounting,69.7,91.1,Gazipur,4.8,Morning,"65.6,64.0,63.1,69.7"
BD01201,Shakib Begum,Male,HSC,Govt. M. M. City College,"Chemistry, ICT, Accounting, Bangla, English, Math, Biology",5.4,Chemistry,Accounting,76.0,74.7,Rangpur,3.4,Morning,"66.6,64.4,62.4,76.0"
BD01202,Jannat Akter,Female,HSC,Rajshahi College,"Physics, Bangla, Math, Chemistry, Biology, ICT, English",6.0,"ICT, Physics","Biology, Math",66.8,73.4,Khulna,4.9,Morning,"63.8,64.7,63.4,66.8"
BD01203,Rahim Akter,Male,SSC,Govt. Laboratory High School,"Accounting, Biology, Math, English, Physics, Bangla, Chemistry",3.4,Chemistry,"Biology, Bangla",79.4,67.0,Dhaka,3.4,Night,"70.0,68.1,68.0,79.4"
BD01204,Nusrat Islam,Female,University,North South University,"Physics, Accounting, English, Bangla, Biology",2.3,Bangla,English,44.4,87.2,Cumilla,5.4,Evening,"40.5,40.3,40.9,38.5,44.4"
BD01205,Sajid Hasan,Male,SSC,Rajshahi Collegiate School,"English, Math, Accounting, Physics, ICT, Biology",4.9,"English, Biology","Accounting, Math",52.8,68.8,Dhaka,2.5,Night,"46.0,44.9,45.2,52.8"
BD01206,Nusrat Sarker,Female,SSC,Rajshahi Collegiate School,"Physics, ICT, Math, Bangla, Accounting, Biology",3.0,Accounting,"Math, Biology",90.0,97.4,Mymensingh,4.3,Morning,"84.4,82.3,82.1,90.0"
BD01207,Rahim Begum,Male,University,Khulna University,"Biology, English, ICT, Math",2.8,Biology,"English, Math",66.8,77.7,Mymensingh,2.0,Night,"55.1,56.2,58.3,58.1,66.8"
BD01208,Karim Sarker,Male,University,Jahangirnagar University,"Bangla, Physics, Math, Accounting, ICT",2.4,Physics,ICT,75.1,78.4,Rajshahi,4.6,Morning,"67.6,66.7,68.5,67.1,75.1"
BD01209,Rafi Sarker,Male,HSC,Holy Cross College,"Chemistry, Physics, Accounting, ICT, English, Math, Bangla",4.7,Chemistry,"English, Accounting",71.6,77.6,Rangpur,6.8,Night,"66.7,64.5,64.2,71.6"
BD01210,Farhana Begum,Female,University,University of Dhaka,"Bangla, Biology, Chemistry, Accounting, Physics",3.3,Accounting,"Physics, Biology",80.4,81.4,Rangpur,8.5,Night,"74.7,72.5,73.9,74.6,80.4"
BD01211,Tanvir Islam,Male,University,University of Dhaka,"English, Bangla, Biology, Accounting",4.0,English,"Accounting, Bangla",62.2,63.2,Khulna,5.3,Evening,"54.8,55.7,54.9,55.9,62.2"
BD01212,Arif Begum,Male,University,NSU,"Physics, English, ICT, Math, Bangla",3.1,English,Physics,55.6,70.6,Rajshahi,4.9,Evening,"53.8,54.3,52.1,52.1,55.6"
BD01213,Sabina Begum,Female,University,University of Dhaka,"Biology, Accounting, Chemistry, ICT, Bangla",0.8,"Bangla, Accounting",Biology,65.6,65.7,Dhaka,4.6,Night,"63.7,64.9,66.9,65.5,65.6"
BD01214,Nadia Chowdhury,Female,HSC,Rajshahi College,"Chemistry, Physics, ICT, Math, Accounting, English",3.2,English,"Physics, Accounting",54.4,67.9,Gazipur,5.4,Night,"53.7,53.0,52.5,54.4"
BD01215,Tanjila Akter,Female,SSC,Viqarunnisa Noon School and College,"English, Chemistry, Biology, Math, Physics, ICT, Bangla",3.0,"Chemistry, English","Math, Biology",80.8,89.1,Sylhet,1.0,Morning,"77.3,76.2,73.8,80.8"
BD01216,Arif Khan,Male,SSC,Dhaka Residential Model College,"English, Accounting, Math, ICT, Biology, Bangla",3.5,"Biology, Bangla","English, Math",44.4,82.5,Cumilla,3.3,Morning,"35.2,36.2,35.8,44.4"
BD01217,Karim Begum,Male,University,BUET,"Chemistry, ICT, Bangla, Math",2.9,"Math, Chemistry","Bangla, ICT",68.3,70.2,Chattogram,4.5,Night,"60.9,61.9,60.3,59.8,68.3"
BD01218,Nabil Hossain,Male,SSC,Rajshahi Collegiate School,"Biology, Accounting, English, Math, ICT, Chemistry, Physics",2.4,"ICT, Math",Physics,77.3,91.1,Rajshahi,3.4,Morning,"70.7,69.6,67.3,77.3"
BD01219,Fariha Hossain,Female,University,Jahangirnagar University,"Chemistry, Accounting, English, ICT",5.6,"ICT, Chemistry","Accounting, English",71.2,86.1,Dhaka,3.8,Evening,"63.7,62.8,61.1,59.4,71.2"
BD01220,Shakib Hossain,Male,University,BUET,"Physics, ICT, English, Bangla, Chemistry",1.9,"Bangla, English","Chemistry, Physics",59.7,71.2,Sylhet,2.1,Evening,"51.7,52.5,50.1,51.5,59.7"
BD01221,Jahid Hasan,Male,University,Rajshahi University,"English, Math, Biology, Physics, Chemistry, Bangla",5.8,Chemistry,"Math, Bangla",72.9,85.1,Rajshahi,4.2,Night,"70.1,68.0,68.0,65.9,72.9"
BD01222,Rafi Khan,Male,HSC,Govt. M. M. City College,"Math, Chemistry, Bangla, Physics, ICT",4.4,Physics,Bangla,55.7,86.6,Chattogram,4.3,Evening,"47.1,49.9,51.2,55.7"
BD01223,Nadia Hasan,Female,HSC,Notre Dame College,"English, ICT, Math, Bangla, Chemistry, Accounting, Physics",5.8,"Bangla, English","ICT, Physics",56.9,68.4,Rangpur,5.2,Evening,"48.8,50.1,51.8,56.9"
BD01224,Nusrat Ahmed,Female,SSC,Rajshahi Collegiate School,"Physics, English, Bangla, Biology, Chemistry, Math",2.7,"Physics, Math","Chemistry, English",65.1,78.9,Mymensingh,5.7,Morning,"58.6,60.1,62.1,65.1"
BD01225,Jannat Chowdhury,Female,HSC,Rajshahi College,"Biology, Bangla, Math, English, Chemistry",5.7,"English, Biology",Math,67.6,88.4,Dhaka,3.6,Morning,"60.6,61.0,58.9,67.6"
BD01226,Sumaiya Rahman,Female,University,United International University,"Biology, ICT, Chemistry, Accounting, Bangla",3.2,"Accounting, ICT","Biology, Chemistry",66.8,97.1,Gazipur,5.3,Morning,"58.3,57.8,58.3,57.4,66.8"
BD01227,Tanjila Chowdhury,Female,HSC,Notre Dame College,"Accounting, ICT, Math, Bangla, English, Physics",4.3,Math,"ICT, Bangla",65.6,95.6,Cumilla,5.3,Morning,"60.8,59.4,59.3,65.6"
BD01228,Sabina Rahman,Female,SSC,Govt. Laboratory High School,"English, Bangla, Biology, Math, Chemistry, Physics",1.9,"English, Math","Chemistry, Biology",75.3,80.9,Dhaka,3.2,Morning,"70.1,67.6,65.1,75.3"
BD01229,Shakib Islam,Male,University,Rajshahi University,"Physics, Bangla, Biology, Accounting",5.0,"Bangla, Accounting",Physics,73.9,78.6,Rangpur,5.3,Morning,"64.6,62.8,64.5,65.3,73.9"
BD01230,Sadia Ahmed,Female,University,BRAC University,"Bangla, Accounting, Physics, Math, English",2.5,"Math, Physics",English,60.0,95.6,Rangpur,3.6,Evening,"52.8,53.9,56.9,54.4,60.0"
BD01231,Mariam Sarker,Female,SSC,Ideal School and College,"Physics, Accounting, Chemistry, ICT, English, Biology, Math",3.9,Chemistry,"Accounting, ICT",85.1,69.5,Cumilla,2.4,Evening,"81.8,84.9,86.4,85.1"
BD01232,Jahid Islam,Male,HSC,Rajshahi College,"Biology, Math, Chemistry, Bangla, Accounting, ICT, Physics",4.6,"Biology, ICT","Math, Bangla",66.4,96.5,Chattogram,4.5,Night,"59.1,59.0,60.2,66.4"
BD01233,Karim Akter,Male,University,Chittagong University,"Physics, Math, Bangla, English, Chemistry, ICT",2.6,"Math, ICT","Bangla, English",89.0,65.5,Rajshahi,3.4,Morning,"83.5,86.3,86.9,89.4,89.0"
BD01234,Fariha Islam,Female,SSC,Ideal School and College,"English, Bangla, ICT, Accounting, Physics, Chemistry",3.0,"Chemistry, Physics","Bangla, English",76.2,82.9,Cumilla,3.4,Morning,"69.7,70.7,68.6,76.2"
BD01235,Arif Ahmed,Male,University,United International University,"English, Math, Accounting, ICT, Biology, Chemistry",4.3,"Math, ICT","Chemistry, Biology",76.0,82.6,Rajshahi,4.6,Morning,"70.7,71.3,69.7,67.5,76.0"
BD01236,Ayesha Akter,Female,HSC,Notre Dame College,"Accounting, Bangla, English, Biology, Math, ICT, Physics",3.5,Bangla,"Biology, Accounting",78.3,59.3,Sylhet,3.0,Morning,"70.7,69.5,67.1,78.3"
BD01237,Tanvir Akter,Male,HSC,Dhaka College,"Bangla, Biology, Physics, Math, English, Chemistry",3.0,"Chemistry, Bangla",Biology,73.2,81.5,Mymensingh,7.0,Morning,"68.9,69.5,67.7,73.2"
BD01238,Sadia Hossain,Female,SSC,Ideal School and College,"Biology, Math, Physics, Chemistry, ICT, Accounting",2.3,"Chemistry, Math","Physics, ICT",74.0,91.4,Rajshahi,2.3,Morning,"68.9,67.7,65.6,74.0"
BD01239,Farhana Sarker,Female,SSC,Viqarunnisa Noon School and College,"Math, Bangla, Accounting, ICT, Chemistry, Physics",2.5,"Math, Accounting","Physics, ICT",76.4,83.0,Khulna,5.0,Night,"71.8,75.0,76.4,76.4"
BD01240,Jahid Rahman,Male,University,North South University,"ICT, Physics, Chemistry, English, Bangla, Math",7.6,"Bangla, English",ICT,77.1,76.0,Sylhet,7.4,Morning,"72.8,73.5,72.8,71.7,77.1"
BD01241,Arif Akter,Male,HSC,Holy Cross College,"ICT, Math, Accounting, Physics, Biology, Bangla, Chemistry",4.6,"Bangla, Math","Accounting, Physics",66.7,81.2,Rangpur,3.2,Evening,"59.3,62.5,62.7,66.7"
BD01242,Arif Khan,Male,SSC,Ideal School and College,"Bangla, Chemistry, Accounting, English, Physics, Math",3.4,"Accounting, English",Math,74.5,71.8,Barishal,6.5,Morning,"69.7,70.0,69.2,74.5"
BD01243,Tanjila Hossain,Female,SSC,Govt. Laboratory High School,"Math, ICT, Physics, Biology, Chemistry",4.3,Chemistry,"Math, ICT",66.7,99,Mymensingh,2.3,Night,"63.3,63.7,63.6,66.7"
BD01244,Tanvir Khan,Male,SSC,Viqarunnisa Noon School and College,"Accounting, Physics, ICT, Biology, English, Bangla",4.5,"ICT, English","Biology, Accounting",54.3,90.3,Khulna,5.7,Evening,"49.7,50.9,49.7,54.3"
BD01245,Arif Ahmed,Male,HSC,Govt. M. M. City College,"Physics, Biology, ICT, Accounting, Math",3.7,"ICT, Biology","Physics, Accounting",66.1,86.5,Barishal,2.1,Evening,"54.7,52.7,52.4,66.1"
BD01246,Nabil Begum,Male,SSC,Ideal School and College,"ICT, English, Chemistry, Math, Accounting, Bangla, Physics",3.4,"English, ICT",Physics,59.0,69.7,Rajshahi,6.0,Morning,"48.4,48.8,48.9,59.0"
BD01247,Nusrat Sarker,Female,HSC,Holy Cross College,"Chemistry, Math, Accounting, ICT, Biology, Bangla",4.8,"Accounting, Bangla","Biology, ICT",60.2,80.0,Dhaka,7.0,Morning,"58.6,58.0,56.2,60.2"
BD01248,Jannat Rahman,Female,University,BRAC University,"Chemistry, Physics, Math, ICT",2.2,Math,"ICT, Chemistry",55.5,78.1,Gazipur,4.6,Night,"51.8,51.7,49.8,48.5,55.5"
BD01249,Fahim Akter,Male,HSC,Rajshahi College,"Math, ICT, Physics, Chemistry, English",2.8,Chemistry,"English, Math",75.9,93.8,Chattogram,4.2,Evening,"70.0,69.5,70.1,75.9"
BD01250,Mariam Sarker,Female,University,University of Dhaka,"Biology, English, ICT, Bangla, Accounting",2.2,"English, Accounting",ICT,72.3,93.0,Sylhet,2.5,Evening,"66.9,69.6,71.8,70.7,72.3"
BD01251,Nusrat Islam,Female,HSC,Holy Cross College,"English, Physics, Biology, Bangla, Chemistry, Accounting, ICT",4.4,"Physics, English",Biology,58.9,99,Mymensingh,4.4,Morning,"51.8,50.6,51.8,58.9"
BD01252,Tanvir Sarker,Male,SSC,Dhaka Residential Model College,"Physics, Accounting, Chemistry, Biology, English, Bangla",3.0,"Chemistry, Biology","Accounting, Physics",71.4,80.0,Dhaka,4.1,Morning,"66.3,68.6,71.0,71.4"
BD01253,Sabina Chowdhury,Female,SSC,Dhaka Residential Model College,"Math, English, Chemistry, Bangla, Biology",1.4,"Bangla, Chemistry","English, Biology",65.7,94.1,Gazipur,2.2,Morning,"55.3,57.5,56.3,65.7"
BD01254,Jahid Islam,Male,HSC,Rajshahi College,"Physics, Bangla, Accounting, English, Math, Chemistry, ICT",4.0,Chemistry,ICT,63.7,85.7,Gazipur,3.3,Evening,"57.1,57.2,56.0,63.7"
BD01255,Jahid Chowdhury,Male,SSC,Rajshahi Collegiate School,"ICT, Chemistry, Math, Accounting, Physics, Bangla, English",3.2,"English, Chemistry","ICT, Bangla",37.0,71.6,Dhaka,5.7,Evening,"31.7,29.8,30.8,37.0"
BD01256,Mahmud Akter,Male,University,BUET,"Math, ICT, Biology, Chemistry, Accounting",3.8,"Biology, ICT","Accounting, Math",63.1,80.3,Rangpur,3.8,Evening,"55.7,53.3,54.3,56.8,63.1"
BD01257,Rafi Khan,Male,SSC,Govt. Laboratory High School,"ICT, Bangla, English, Chemistry, Accounting, Physics, Biology",2.5,"Bangla, Chemistry",Biology,83.1,99,Rangpur,4.1,Night,"75.4,78.7,78.5,83.1"
BD01258,Farhana Ahmed,Female,University,Jahangirnagar University,"ICT, Accounting, Chemistry, Bangla, Physics, English",2.5,"Physics, Accounting","Chemistry, Bangla",64.6,70.1,Gazipur,5.7,Night,"59.4,60.7,60.2,60.7,64.6"
BD01259,Karim Rahman,Male,University,Jahangirnagar University,"Physics, Bangla, Accounting, Chemistry",4.3,Bangla,"Chemistry, Physics",72.0,72.0,Dhaka,5.6,Morning,"62.9,63.0,62.0,60.5,72.0"
BD01260,Mahmud Begum,Male,SSC,Rajshahi Collegiate School,"Biology, ICT, Math, Accounting, Bangla",2.8,"Math, Bangla","Accounting, Biology",47.6,99,Chattogram,4.6,Morning,"37.5,38.9,38.9,47.6"
BD01261,Nadia Islam,Female,University,Jahangirnagar University,"English, ICT, Accounting, Bangla, Chemistry, Physics",5.2,"English, Physics","Bangla, Accounting",62.8,76.5,Cumilla,5.4,Evening,"54.4,52.3,53.5,56.5,62.8"
BD01262,Fariha Hasan,Female,University,Chittagong University,"Biology, Physics, Chemistry, English",4.9,"Physics, Chemistry","English, Biology",75.9,78.6,Chattogram,1.3,Evening,"69.8,67.9,69.1,67.6,75.9"
BD01263,Sumaiya Ahmed,Female,University,United International University,"English, Accounting, ICT, Math, Bangla",4.7,Accounting,"Math, Bangla",73.7,69.6,Sylhet,10.1,Night,"71.4,70.6,69.9,70.0,73.7"
BD01264,Jahid Hasan,Male,SSC,Govt. Laboratory High School,"Accounting, ICT, English, Physics, Bangla",2.1,"Bangla, Physics",Accounting,91.1,92.2,Barishal,3.6,Night,"86.4,87.2,89.1,91.1"
BD01265,Nabil Hossain,Male,SSC,Govt. Laboratory High School,"ICT, Bangla, Physics, Chemistry, Accounting, Math, Biology",0.8,"Chemistry, Biology",Bangla,82.0,94.9,Gazipur,4.8,Morning,"75.8,76.0,74.3,82.0"
BD01266,Farhana Khan,Female,SSC,Rajshahi Collegiate School,"English, Math, ICT, Biology, Accounting, Physics",3.5,"Biology, Physics","ICT, English",49.4,78.3,Cumilla,3.7,Evening,"44.3,43.2,43.2,49.4"
BD01267,Tanvir Khan,Male,University,University of Dhaka,"Biology, Physics, English, Accounting, Bangla",5.1,"Bangla, Biology","Physics, Accounting",63.0,83.7,Chattogram,2.1,Evening,"58.8,57.3,60.1,58.8,63.0"
BD01268,Rafi Rahman,Male,SSC,Ideal School and College,"ICT, Bangla, Accounting, English, Physics, Biology",4.7,"English, Bangla","Accounting, ICT",77.2,92.3,Rajshahi,4.7,Night,"72.3,71.5,71.5,77.2"
BD01269,Jannat Akter,Female,University,Jahangirnagar University,"English, Biology, Physics, Chemistry, Bangla",4.8,English,"Physics, Biology",69.2,90.5,Chattogram,3.6,Night,"57.4,55.3,55.2,55.0,69.2"
BD01270,Arif Hasan,Male,University,Jahangirnagar University,"ICT, Chemistry, Accounting, English",2.3,Chemistry,"Accounting, ICT",71.2,77.6,Dhaka,3.2,Night,"63.8,63.9,64.0,65.7,71.2"
BD01271,Ayesha Chowdhury,Female,HSC,Holy Cross College,"ICT, English, Accounting, Math, Bangla, Biology, Chemistry",4.6,"Math, English","Accounting, Biology",44.9,91.0,Sylhet,3.5,Night,"35.4,33.4,32.1,44.9"
